Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
herringbone-solid-wood-flooring-18mm-smoke-brushed-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_smoked_b_o_uv_12.jpg,2,Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled,,,
malton-18mm-x-120mm-double-smoked-brushed-matt-lacquer-solid-oak-flooring,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74118S,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/m/a/malton_18mm_double_smoked_brushed_matt_lacquer_solid_16.jpg,1,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring,,active
malton-18mm-x-120mm-double-smoked-brushed-matt-lacquer-solid-oak-flooring,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/m/a/malton_18mm_double_smoked_brushed_matt_lacquer_solid_14.jpg,2,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring,,,
herringbone-solid-wood-flooring-18mm-golden-brushed-matt-lacquer,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74112HB,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_light_golden_b_l_12.jpg,1,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,,active
herringbone-solid-wood-flooring-18mm-golden-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_light_golden_b_l_18.jpg,2,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,,,
cumaru-18mm-solid-wood-flooring-brushed-oiled-oak-150mm-wide,Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74126S,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/c/u/cumaru_18mm_brushed_oiled_oak_solid_wood_flooring_6.jpg,1,Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide,Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide,,active
cumaru-18mm-solid-wood-flooring-brushed-oiled-oak-150mm-wide,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/c/u/cumaru_18mm_brushed_oiled_oak_solid_wood_flooring_5.jpg,2,Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide,,,
herringbone-solid-wood-flooring-18mm-natural-brushed-oiled,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74110HB,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_b_o_uv_19.jpg,1,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,,active
herringbone-solid-wood-flooring-18mm-natural-brushed-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_b_o_uv_9.jpg,2,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,,,
byland-18mm-x-120mm-solid-wood-flooring-natural-brushed-uv-oiled,Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74115S,0,shopify,100,deny,manual,64.77,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/b/y/byland_18mm_natural_brushed_uv_oil_solid_wood_flooring_10.jpg,1,Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled,Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled,,active
byland-18mm-x-120mm-solid-wood-flooring-natural-brushed-uv-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/b/y/byland_18mm_natural_brushed_uv_oil_solid_wood_flooring_1.jpg,2,Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled,,,
watton-18mm-x-120mm-solid-oak-flooring-golden-handscraped-matt-lacquer,Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74119S,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/w/a/watton_18mm_golden_handscraped_matt_lacquer_solid_8.jpg,1,Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer,Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer,,active
watton-18mm-x-120mm-solid-oak-flooring-golden-handscraped-matt-lacquer,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/w/a/watton_18mm_golden_handscraped_matt_lacquer_solid_7.jpg,2,Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer,,,
hawthorn-18mm-x-125mm-solid-wood-flooring-natural-matt-lacquer,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74175HAW,0,shopify,100,deny,manual,64.78,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/1/8/18x120-natural_uv_lacquered-1_1.jpg,1,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,,active
hawthorn-18mm-x-125mm-solid-wood-flooring-natural-matt-lacquer,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/1/8/18x120-natural_uv_lacquered-6.jpg,2,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,,,
advice-centre,Advice Centre,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,,0,shopify,100,deny,manual,60.00,,TRUE,TRUE,,,Advice Centre,Advice Centre,,active
herringbone-parquet-engineered-wood-flooring-18mm-natural-brushed-oiled,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Oiled,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74093BUL,0,shopify,100,deny,manual,64.79,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74093bul_17.jpg,1,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Oiled,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Oiled,,active
herringbone-parquet-engineered-wood-flooring-18mm-natural-brushed-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74093bul_10.jpg,2,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Oiled,,,
herringbone-parquet-engineered-wood-flooring-18mm-nude-brushed-matt-lacquered,Herringbone Parquet Engineered Wood Flooring 18mm Nude Brushed Matt Lacquered,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74098NBL,0,shopify,100,deny,manual,64.79,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/f/f/ff-74098nbl-11.jpg,1,Herringbone Parquet Engineered Wood Flooring 18mm Nude Brushed Matt Lacquered,Herringbone Parquet Engineered Wood Flooring 18mm Nude Brushed Matt Lacquered,,active
herringbone-parquet-engineered-wood-flooring-18mm-nude-brushed-matt-lacquered,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/f/f/ff-74098nbl-18.jpg,2,Herringbone Parquet Engineered Wood Flooring 18mm Nude Brushed Matt Lacquered,,,
abbey-audley-engineered-wood-flooring-oak-14mm-x-165mm-brushed-oiled,Abbey Audley Engineered Wood Flooring Oak 14mm x 165mm Brushed Oiled,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74100AUD,0,shopify,100,deny,manual,39.36,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/a/b/abbey_audley_oak_14mm_brushed_oiled_engineered_17.jpg,1,Abbey Audley Engineered Wood Flooring Oak 14mm x 165mm Brushed Oiled,Abbey Audley Engineered Wood Flooring Oak 14mm x 165mm Brushed Oiled,,active
abbey-audley-engineered-wood-flooring-oak-14mm-x-165mm-brushed-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/a/b/abbey_audley_oak_14mm_brushed_oiled_engineered_13.jpg,2,Abbey Audley Engineered Wood Flooring Oak 14mm x 165mm Brushed Oiled,,,
herringbone-parquet-engineered-wood-flooring-12mm-natural-oak-brushed-uv-oiled,Herringbone Parquet Engineered Wood Flooring 12mm Natural Oak Brushed UV Oiled,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74167H,0,shopify,100,deny,manual,38.38,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74167h-14.jpg,1,Herringbone Parquet Engineered Wood Flooring 12mm Natural Oak Brushed UV Oiled,Herringbone Parquet Engineered Wood Flooring 12mm Natural Oak Brushed UV Oiled,,active
herringbone-parquet-engineered-wood-flooring-12mm-natural-oak-brushed-uv-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74167h-18.jpg,2,Herringbone Parquet Engineered Wood Flooring 12mm Natural Oak Brushed UV Oiled,,,
herringbone-parquet-engineered-wood-flooring-12mm-double-smoked-brushed-lacquer,Herringbone Parquet Engineered Wood Flooring 12mm Double Smoked Brushed Lacquer,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74168H,0,shopify,100,deny,manual,39.59,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74168h-14.jpg,1,Herringbone Parquet Engineered Wood Flooring 12mm Double Smoked Brushed Lacquer,Herringbone Parquet Engineered Wood Flooring 12mm Double Smoked Brushed Lacquer,,active
herringbone-parquet-engineered-wood-flooring-12mm-double-smoked-brushed-lacquer,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74168h-17.jpg,2,Herringbone Parquet Engineered Wood Flooring 12mm Double Smoked Brushed Lacquer,,,
herringbone-parquet-engineered-wood-flooring-12mm-smoked-brushed-lacquer,Herringbone Parquet Engineered Wood Flooring 12mm Smoked Brushed Lacquer,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74169H,0,shopify,100,deny,manual,39.59,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74169h-14.jpg,1,Herringbone Parquet Engineered Wood Flooring 12mm Smoked Brushed Lacquer,Herringbone Parquet Engineered Wood Flooring 12mm Smoked Brushed Lacquer,,active
herringbone-parquet-engineered-wood-flooring-12mm-smoked-brushed-lacquer,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74169h-17.jpg,2,Herringbone Parquet Engineered Wood Flooring 12mm Smoked Brushed Lacquer,,,
herringbone-parquet-engineered-wood-flooring-12mm-essence-oak-matt-lacquer,Herringbone Parquet Engineered Wood Flooring 12mm Essence Oak Matt Lacquer,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74170H,0,shopify,100,deny,manual,38.38,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74170h-14.jpg,1,Herringbone Parquet Engineered Wood Flooring 12mm Essence Oak Matt Lacquer,Herringbone Parquet Engineered Wood Flooring 12mm Essence Oak Matt Lacquer,,active
herringbone-parquet-engineered-wood-flooring-12mm-essence-oak-matt-lacquer,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74170h-18.jpg,2,Herringbone Parquet Engineered Wood Flooring 12mm Essence Oak Matt Lacquer,,,
abbey-cinder-engineered-wood-flooring-10mm-x-125mm-double-smoked-brushed-lacquer-flooring,Abbey Cinder Engineered Wood Flooring 10mm x 125mm Double Smoked Brushed Lacquer Flooring,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74172P,0,shopify,100,deny,manual,32.39,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74172h-13.jpg,1,Abbey Cinder Engineered Wood Flooring 10mm x 125mm Double Smoked Brushed Lacquer Flooring,Abbey Cinder Engineered Wood Flooring 10mm x 125mm Double Smoked Brushed Lacquer Flooring,,active
abbey-cinder-engineered-wood-flooring-10mm-x-125mm-double-smoked-brushed-lacquer-flooring,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74172h-16.jpg,2,Abbey Cinder Engineered Wood Flooring 10mm x 125mm Double Smoked Brushed Lacquer Flooring,,,
herringbone-parquet-engineered-wood-flooring-15mm-rich-oak-hard-wax-oiled,Herringbone Parquet Engineered Wood Flooring 15mm Rich Oak Hard Wax Oiled,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74174H,0,shopify,100,deny,manual,59.99,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74174h_1_2.png,1,Herringbone Parquet Engineered Wood Flooring 15mm Rich Oak Hard Wax Oiled,Herringbone Parquet Engineered Wood Flooring 15mm Rich Oak Hard Wax Oiled,,active
herringbone-parquet-engineered-wood-flooring-15mm-rich-oak-hard-wax-oiled,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/7/4/74174h_10_2.png,2,Herringbone Parquet Engineered Wood Flooring 15mm Rich Oak Hard Wax Oiled,,,
14mm-herringbone-parquet-engineered-wood-flooring-nude-oak,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E73507SPN07,0,shopify,100,deny,manual,44.37,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_parquet_14mm_nude_oak_engineered_10.jpg,1,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,,active
14mm-herringbone-parquet-engineered-wood-flooring-nude-oak,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_parquet_14mm_nude_oak_engineered_13.jpg,2,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,,,
abbey-danson-nude-oak-14mm-x-165mm-brushed-matt-lacquered-engineered-wood-flooring,Abbey Danson Nude Oak 14mm x 165mm Brushed Matt Lacquered Engineered Wood Flooring,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74101DAN,0,shopify,100,deny,manual,38.14,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/a/b/abbey_danson_nude_oak_14mm_brushed_matt_lacquered_engineered_15.jpg,1,Abbey Danson Nude Oak 14mm x 165mm Brushed Matt Lacquered Engineered Wood Flooring,Abbey Danson Nude Oak 14mm x 165mm Brushed Matt Lacquered Engineered Wood Flooring,,active
abbey-danson-nude-oak-14mm-x-165mm-brushed-matt-lacquered-engineered-wood-flooring,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/a/b/abbey_danson_nude_oak_14mm_brushed_matt_lacquered_engineered_12.jpg,2,Abbey Danson Nude Oak 14mm x 165mm Brushed Matt Lacquered Engineered Wood Flooring,,,
loire-engineered-wood-flooring-15mm-x-190mm-natural-oak-distressed-wax-oil,Loire Engineered Wood Flooring 15mm x 190mm Natural Oak Distressed Wax Oil,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74089LON,0,shopify,100,deny,manual,59.99,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/n/a/natural_wax_oil_13.jpg,1,Loire Engineered Wood Flooring 15mm x 190mm Natural Oak Distressed Wax Oil,Loire Engineered Wood Flooring 15mm x 190mm Natural Oak Distressed Wax Oil,,active
loire-engineered-wood-flooring-15mm-x-190mm-natural-oak-distressed-wax-oil,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/n/a/natural_wax_oil_12.jpg,2,Loire Engineered Wood Flooring 15mm x 190mm Natural Oak Distressed Wax Oil,,,
loire-rich-oak-distressed-wax-oil-15mm-engineered,Loire Rich Oak Distressed Wax Oil 15mm Engineered,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,74090LRO,0,shopify,100,deny,manual,59.99,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/f/f/ff-74090lro-10.jpg,1,Loire Rich Oak Distressed Wax Oil 15mm Engineered,Loire Rich Oak Distressed Wax Oil 15mm Engineered,,active
loire-rich-oak-distressed-wax-oil-15mm-engineered,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/f/f/ff-74090lro-17.jpg,2,Loire Rich Oak Distressed Wax Oil 15mm Engineered,,,
herringbone-parquet-engineered-wood-flooring-brushed-matt-lacquer-14mm-harvest-oak,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,,Factory Direct Flooring,Home & Garden > Decor > Flooring,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E73509SPH13,0,shopify,100,deny,manual,44.37,,TRUE,TRUE,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_parquet_brushed_matt_lacquer_14mm_harvest_oak_engineered_50.jpg,1,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,,active
herringbone-parquet-engineered-wood-flooring-brushed-matt-lacquer-14mm-harvest-oak,,,,,,,,,,,,,,,,,,,,https://imagely.factory-direct-flooring.co.uk/media/catalog/product/cache/07f4e6a093cd3c305a832187014ed50b/h/e/herringbone_parquet_brushed_matt_lacquer_14mm_harvest_oak_engineered_53.jpg,2,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,,,
